timestamp,size,bits,native_median_mbps,native_mean_mbps,native_std_mbps,ffi_median_mbps,ffi_mean_mbps,ffi_std_mbps,equal
2026-02-09 21:13:34 +01:00,65536,64,29573.705851342267,29572.521767408674,169.3589266262148,19482.33498878898,19221.90574328934,596.3897766571307,true
2026-02-09 21:14:02 +01:00,65536,128,28954.906629748453,28870.35653639338,768.6126026793115,19543.09098972297,19579.125224013125,112.63556175858655,true
2026-02-09 21:14:31 +01:00,262144,64,28358.858075433523,28035.11486191813,760.6177317926299,19131.147024278933,18928.301984926402,511.33253440631046,true
2026-02-09 21:15:00 +01:00,262144,128,28458.150625942922,28359.414781079267,337.94769478481686,19105.36268301543,19058.39511498587,162.80093641149932,true
2026-02-09 21:15:29 +01:00,1048576,64,28554.64340669737,28539.033515305782,115.3163824614704,19202.504392873212,18993.130269231337,387.7153293289264,true
2026-02-09 21:15:57 +01:00,1048576,128,28552.639417036524,28578.702561914142,64.07561467189397,19633.755479587893,19585.25107097951,116.82460565392304,true
